ranking_2025,razon_social,región,departamento_domicilio,ciudad_domicilio,macrosector,ingresos_operacionales_2025,ganancia_pérdida_2025,total_activos_2025,total_pasivos_2025,total_patrimonio_2025,crecimiento_ingresos_pct,margen_utilidad_pct,endeudamiento_pct,roa_pct,roe_pct
1,ECOPETROL S.A,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MINERO,100590667613,9028764859,198110860034,114350599639,83760260395,-11.703173540339328,8.975748022407153,57.72051043510438,4.557430550475867,10.779294162197907
2,ORGANIZACIÓN TERPEL S.A.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,26395418332,628485892,8112318463,4699968205,3412350258,6.639487210629865,2.3810416038683,57.93618959162402,7.74730300427063,18.4179771852717
3,REFINERIA DE CARTAGENA S.A.,CARIBE,BOLÍVAR,CARTAGENA,MANUFACTURA,22395204745,-821398601,34946245504,11566291299,23379954205,-13.401342636440432,-3.667743208212406,33.09737893782067,-2.3504630873894063,-3.513260093658939
4,D1 S A S,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,21606607933,418933423,6939606162,6724638908,214967254,11.14855531099079,1.9389134300907944,96.90231334485347,6.036847239170458,194.88243683849632
5,EMPRESAS PÚBLICAS DE MEDELLÍN E.S.P.,ANTIOQUIA,ANTIOQUIA,MEDELLIN,SERVICIOS,20285629973,4875861363,71083399625,36111926922,34971472703,-1.403910313117371,24.036036196508217,50.80219448212695,6.859353082045279,13.942396433827414
6,ALMACENES EXITO S A,ANTIOQUIA,ANTIOQUIA,ENVIGADO,COMERCIO,16919897540,592108285,14275329448,7346534337,6928795111,5.238370474738099,3.499479140462927,51.463150911934044,4.1477731715883825,8.545616885971736
7,JERONIMO MARTINS COLOMBIA SAS,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,16370446955,-579417445,9566191188,9513980969,52210219,18.358981522994537,-3.5394112732091862,99.45422145581311,-6.056929384046093,-1109.7778482790889
8,COMUNICACIÓN CELULAR S.A.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,SERVICIOS,16351044898,962886477,27193717134,17481520247,9712196887,4.800283991568897,5.888837581980934,64.28514410463971,3.5408417034540443,9.914198488797583
9,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA PUDIENDO UTILIZAR LAS SIGLAS AVIANCA O AVIANCA S.A.,CARIBE,ATLÁNTICO,BARRANQUILLA,SERVICIOS,15120399895,895228478,19786262266,18741818531,1044443735,-0.2386962006234237,5.920666676917938,94.72136919566292,4.524495157118827,85.7134231361922
10,EMGESA S.A. E.S.P.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,SERVICIOS,14848164631,3030007350,29847413939,15251414413,14595999526,-5.907150006393788,20.406612031186334,51.09794250238813,10.151657882966045,20.759163115911434
11,COLOMBIANA DE COMERCIO S.A.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,14583929041,403753000,6380679313,3455909828,2924769485,22.735546363563035,2.7684789117179855,54.16209871194948,6.327743178965182,13.804609288721432
12,KOPPS COMERCIAL S A S,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,12976629920,1133656331,5154630359,3598221208,1556409151,8.638952233514415,8.736138257690254,69.8056108275057,21.99297043716496,72.83793790801221
13,PRIMAX COLOMBIA S.A.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,11064508735,150125345,2217905611,1534145018,683760593,5.164748086742585,1.3568188935954597,69.17088853516589,6.768788728223295,21.9558346206126
14,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS S.A.S.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,SERVICIOS,9925243863,5123370713,19715124079,2856862131,16858261948,-0.5260948460437547,51.619595283691226,14.490713421596213,25.987007195441752,30.390859560749778
15,BAVARIA Y CIA SCA,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MANUFACTURA,9337111674,3340116479,13553691762,8434533779,5119157983,8.372286454181333,35.7724807801201,62.23052676059522,24.643591854173376,65.24738033270422
16,DRUMMOND LTD,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MINERO,7857281363,215285498,7373772139,2861546625,4512225514,-31.651978498217627,2.739948947402865,38.80709318186324,2.9196114816370784,4.771159981522147
17,SUPERTIENDAS Y DROGUERIAS OLIMPICA S.A,CARIBE,ATLÁNTICO,BARRANQUILLA-ATLANTICO,COMERCIO,7053580832,80589818,6108306424,3751475699,2356830725,-1.0605870999809235,1.1425376687311493,61.415970951623635,1.3193479895402183,3.4194147736257134
18,SODIMAC COLOMBIA SA,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,6944743364,345765694,4312850282,2527489401,1785360881,15.917723247813148,4.978811683558707,58.60368980459777,8.017104035423598,19.366711664833435
19,OLEODUCTO CENTRAL S.A.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,SERVICIOS,6287230609,3072717611,6927592176,2935945402,3991646774,5.222780221758567,48.87235417453096,42.38045957975572,44.35477050229869,76.97869538493389
20,DROGUERIAS Y FARMACIAS CRUZ VERDE SAS,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,6203112707,4297388,4254249600,3548581245,705668355,12.545547496725515,0.06927792872682363,83.41262452019741,0.10101400726464194,0.6089812543740891
21,COLOMBIA TELECOMUNICACIONES S.A. E.S.P. - telefonica,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,SERVICIOS,6194652175,-1608562240,14305285743,12357137862,1948147881,-7.174946191760551,-25.96695011370836,86.38162203818062,-11.244530650407434,-82.56879550510878
22,CEMENTOS ARGOS S.A,CARIBE,ATLÁNTICO,BARRANQUILLA,MANUFACTURA,5964024733,2505545486,16938359333,5897131043,11041228290,-26.755351480152424,42.01098416202695,34.81524347822147,14.792137991302349,22.692633647193613
23,CARIBEMAR DE LA COSTA S.A.S. E.S.P.,CARIBE,BOLÍVAR,CARTAGENA,SERVICIOS,5612728005,-672503766,7406564025,4598371427,2808192598,-11.632135367530866,-11.981762975168436,62.08508306252034,-9.079834640327705,-23.9479217514838
24,CHEVRON PETROLEUM COMPANY,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,5581924000,85104000,1755419000,962224000,793195000,-4.891168593688927,1.5246355915988825,54.814491582921235,4.848073308993466,10.72926581735891
25,METRO LINEA 1 S.A.S.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"BOGOTÁ, D.C.",CONSTRUCCIÓN,5333885673,764368886,6305837713,4984675754,1321161959,129.994394889087,14.330432500066822,79.04858927345502,12.121607323071304,57.855804944501884
26,INDUSTRIA NACIONAL DE GASEOSAS S.A.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MANUFACTURA,5317414943,-1162898,3427100045,2645759712,781340333,2.427893760455204,-0.02186961169037359,77.20112273524248,-0.03393242055179046,-0.14883373491484664
27,ISAGEN S.A. E.S.P.,ANTIOQUIA,ANTIOQUIA,MEDELLIN,SERVICIOS,5242488560,882203227,25989635428,20066450131,5923185297,-14.556208394813067,16.827947584496016,77.20943291640543,3.3944424862903464,14.894067680894974
28,CELSIA COLOMBIA S.A. E.S.P. ANTES EMPRESA DE ENERGIA DEL PACIFICO S.A. E.S.P.- EPSA,PACÍFICO,VALLE DEL CAUCA,YUMBO,SERVICIOS,5071878781,426548913,13294884192,8303255901,4991628291,-22.5379634088897,8.410077042809355,62.454518453017904,3.208368774334037,8.545285989525217
29,VANTI S.A. ESP,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"BOGOTA, D.C.",SERVICIOS,4733745167,544390245,2604467713,1822005709,782462004,11.588885087250132,11.500201759804616,69.95693207888885,20.902169079797687,69.57401665729957
30,CARBONES DEL CERREJON LIMITED,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MINERO,4665456650,-617285605,6755599665,3378461772,3377137893,-22.848058690528312,-13.230979329751142,50.0097983825689,-9.1373917284958,-18.278365425335032
31,BIOMAX BIOCOMBUSTIBLES S.A.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,4507658098,90449209,1629623327,968161957,661461370,-0.10841335097315885,2.0065676462935675,59.41016804062967,5.550313836419452,13.67414834822478
32,CENCOSUD COLOMBIA S.A.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,4439997929,-138037747,5706664847,2170968451,3535696396,5.391372394563183,-3.108959715913417,38.042683584988886,-2.418886524807333,-3.9041176486806024
33,DISTRACOM S.A.,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,4302525994,87451913,2241758037,896261886,1345496151,11.047918684305147,2.032571403913754,39.98031327231949,3.901041573471116,6.499603357096485
34,GRUPO ENERGÍA DE BOGOTÁ S.A. E.S.P.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,SERVICIOS,4262916224,3178242840,31739549151,12195854898,19543694253,14.698136377006751,74.55560168193443,38.42478933767637,10.013509722143816,16.262241922415114
35,CONTINENTAL GOLD LIMITED SUCURSAL COLOMBIA,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MINERO,4160372453,1873712370,3906863872,990969111,2915894761,43.43231563431228,45.03713047731787,25.36482312839591,47.95949977752386,64.25857321947429
36,AUTOMOTORES TOYOTA COLOMBIA S.A.S,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,3924340233,283369356,820123314,534732191,285391123,-2.5790520139539486,7.220815198874221,65.20143762185499,34.55204249930639,99.29158027805931
37,ITALCOL SA ITALCOL SA,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MANUFACTURA,3819707461,222855010,1084643745,356153441,728490304,19.77213756092957,5.834347584871239,32.8359834869098,20.546378571518893,30.591348817732516
38,FRONTERA ENERGY COLOMBIA CORP.SUCURSAL COLOMBIA,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MINERO,3796131117,-1983319142,4303448393,2282727618,2020720775,-10.684409387091057,-52.245801867017015,53.04414993596973,-46.08674162855239,-98.14909444873699
39,INTERCONEXIÓN ELÉCTRICA S.A. E.S.P. - ISA,ANTIOQUIA,ANTIOQUIA,MEDELLIN,SERVICIOS,3707303633,2414247630,26502266650,8660058804,17842207846,-10.256194993320296,65.12138926280387,32.67667221965711,9.1095892358324,13.531103610258885
40,SAMSUNG ELECTRONICS COLOMBIA S.A. SAMSUNG ELECTRONICS COLOMBIA S.A.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,3617134233,60818536,1547688289,1169518366,378169923,13.449690869941207,1.6814011336692354,75.5654981892804,3.929637281115332,16.082330270353097
41,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,PACÍFICO,VALLE DEL CAUCA,CALI,SERVICIOS,3610744485,418886833,9714726478,4266600407,5448126071,1.0054891299063706,11.601120897370837,43.918893822303254,4.311874698156581,7.688640599374265
42,TECNOQUIMICAS S.A,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,COMERCIO,3539346160,520307101,4514257748,920640641,3593617107,12.920648912498777,14.700655925669615,20.394064592520913,11.525861615467509,14.478646041240587
43,PETROLEOS DEL MILENIO S.A.S. SIGLA PETROMIL S.A.S.,CARIBE,BOLÍVAR,CARTAGENA DE INDIAS,COMERCIO,3509199519,47861138,1133173009,750211425,382961584,15.79459243559998,1.3638762270672704,66.20449119786616,4.223639075399121,12.497634227458178
44,GASEOSAS LUX S.A.S,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,3450913186,168715963,2337557159,1507000577,830556582,13.064049372849377,4.889023684642758,64.46903645533487,7.217618715778321,20.31360254755046
45,SURAMERICA COMERCIAL SAS,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,COMERCIO,3373478560,181958868,2125374265,1187528815,937845450,17.565418485336284,5.393805378149491,55.87386817257807,8.561262408999763,19.40179674593506
46,RENAULT SOCIEDAD DE FABRICACION DE AUTOMOTORES S A S,ANTIOQUIA,ANTIOQUIA,ENVIGADO-ANTIOQUIA,MANUFACTURA,3327204219,54566778,1519394581,1293530214,225864367,37.145524979840225,1.6400188990022435,85.13458124542305,3.5913500470750988,24.159091017663712
47,ARIS MININGPANAMA SEGOVIA S.A.,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MINERO,3278029603,874720625,3413816839,712697233,2701119606,75.60607504212491,26.684341843632826,20.87684450020958,25.622951266952843,32.383631700609705
48,COMERCIALIZADORA INTERNACIONAL ESLOP S.A.S,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,3217145521,13646340,113991488,82566262,31425226,62.75821279355823,0.4241754036590252,72.43195386659046,11.971367546320652,43.42479509932562
49,VERANO ENERGY BARBADOS LIMITED SUCURSAL,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MINERO,3169180752,-80143094,12770847684,8467324164,4303523520,-42.2032361516476,-2.528826856891121,66.30197441480973,-0.6275471760610499,-1.8622668989154263
50,CONTEGRAL S.A.S,ANTIOQUIA,ANTIOQUIA,ENVIGADO-ANTIOQUIA,MANUFACTURA,3116525723,148380211,1483467803,807506904,675960899,9.637024941138005,4.761077693180972,54.43373306565792,10.002253550763447,21.951005038828438
51,COLOMBIA MOVIL S.A. E.S.P.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,SERVICIOS,3114288097,374782628,6607042647,5833681691,773360956,5.349187104646915,12.034295361467324,88.29489989214535,5.672471755122909,48.46153986599758
52,C.I. TRAFIGURA PETROLEUM COLOMBIA SAS,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,3100600658,2975299,519325213,486789194,32536019,-36.338170931855686,0.09595879405892843,93.7349433099833,0.5729163394190915,9.144631369928817
53,OPERACIONES Y SERVICIOS DE COMBUSTIBLES S.A.S.,CARIBE,ATLÁNTICO,BARRANQUILLA-ATLANTICO,COMERCIO,3084541961,-15012177,135190624,142209409,-7018785,11.667550942533369,-0.48669063964145565,105.19176906824543,-11.104451296859166,213.88569389146411
54,ALIMENTOS CARNICOS S.A.S.,PACÍFICO,VALLE DEL CAUCA,YUMBO-VALLE,MANUFACTURA,2963984897,161087681,4422579611,3373546601,1049033010,4.195720845833561,5.434834744368807,76.28006497857479,3.642391888194322,15.355825742795263
55,AEROVIAS DE INTEGRACION REGIONAL S A,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"BOGOTÁ, D.C.",SERVICIOS,2956121910,-35102675,1360862193,1357352960,3509233,18.45506966170961,-1.1874569476060615,99.74213164139243,-2.5794437659126004,-1000.2947937626257
56,GASEOSAS POSADA TOBON S.A.,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,2870580613,46255881,3437372131,1839301068,1598071063,0.838868779485256,1.611377182390244,53.50893059882087,1.345675685877608,2.8944821085218537
57,PRICESMART COLOMBIA S.A.S.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,2766576290,25956057,1230986815,756842349,474144466,17.188500349701556,0.9382013824747989,61.48257152534976,2.10855686541208,5.474292934170827
58,UNE EPM TELECOMUNICACIONES S.A.,ANTIOQUIA,ANTIOQUIA,MEDELLIN,SERVICIOS,2749866090,242601294,5438183873,4766661407,671522466,4.430556164953348,8.822294834000443,87.6517145855616,4.461071925215501,36.12705550196738
59,METROKIA S.A.,CARIBE,MAGDALENA,SANTA-MARTA-MAGDALENA,COMERCIO,2716955830,108268220,1390649958,858250800,532399158,42.92153449265367,3.984909095853796,61.715803827033234,7.785440137337566,20.335911199919664
60,HOCOL SA,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MINERO,2682489813,529989467,4148751030,1583874722,2564876308,0.8192481822345489,19.757371097237417,38.17714561676168,12.774675153259318,20.663353836866584
61,CI ENERGIA SOLAR SA ESWINDOWS,CARIBE,ATLÁNTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,2651840126,171862720,2036950890,656524377,1380426513,1.0255515514685647,6.4808854166949885,32.23074155705344,8.437253978175193,12.4499724093607
62,TELEPERFORMANCE COLOMBIA S.A.S.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,SERVICIOS,2633890196,30785050,1277497772,539558005,737939767,-0.8017396397274575,1.1688053680731343,42.235533934066225,2.409792852460646,4.171756473452121
63,TAMPA CARGO S.A.S,ANTIOQUIA,ANTIOQUIA,RIONEGRO,SERVICIOS,2626300733,-27979176,2915714511,2299618694,616095817,9.437180741866102,-1.0653454742800774,78.86981682617828,-0.9595992987119992,-4.541367629509486
64,AVSA S.A,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,AGROPECUARIO,2616699140,170791050,1560005965,591547249,968458716,7.986861711650947,6.526965495926292,37.91955045505227,10.9481023683137,17.63534647149585
65,OLAM AGRO COLOMBIA SAS,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MANUFACTURA,2600560739,63529612,562596579,439711839,122884740,82.3973173080668,2.4429197537000884,78.15757425713035,11.292214416398007,51.698536368307416
66,TERMOBARRANQUILLA S.A. E.S.P.,CARIBE,ATLÁNTICO,SOLEDAD,SERVICIOS,2592775101,200550679,2942886277,1623393636,1319492641,-37.81907164172441,7.734981677456336,55.16331530333206,6.8147614322508865,15.199075217881417
67,TERPEL EXPORTACIONES S.A.S,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,2589079355,4465616,161321653,100863116,60458537,5.122468302935666,0.1724789157727458,62.522986917323486,2.7681442118622477,7.386245552054957
68,ITALCOL DE OCCIDENTE SA,PACÍFICO,VALLE DEL CAUCA,PALMIRA-VALLE,MANUFACTURA,2578461297,180502737,809554051,201930040,607624011,13.088532328729876,7.00040513348066,24.94336724651879,22.29656398816538,29.70632064110449
69,FALABELLA DE COLOMBIA S.A.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,2543790880,29014967,1650489872,1275492875,374996997,10.237227876376513,1.1406191927223202,77.279654764219,1.757960923737192,7.73738649432438
70,C I UNION DE BANANEROS DE URABA S A,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,2524299389,98561763,1304995028,605412262,699582766,23.36727420878044,3.9045195442940384,46.3919209660008,7.55265429256486,14.088649376477063
71,GASES DEL CARIBE S.A. EMPRESA DE SERVICIOS PUBLICOS,CARIBE,ATLÁNTICO,BARRANQUILLA,SERVICIOS,2508624016,294773514,3084464605,2588351441,496113164,-4.816590683226414,11.750406283282588,83.9157446256382,9.556715727007022,59.416587865424994
72,INDUSTRIA COLOMBIANA DE CAFE S.A.S.,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,2507106361,84539011,3026737077,2440211020,586526057,35.337574696322996,3.3719754500674735,80.62183658247102,2.7930741537613906,14.413513260161945
73,ALIMENTOS FINCA S.A.S.,ANTIOQUIA,ANTIOQUIA,ENVIGADO-ANTIOQUIA,MANUFACTURA,2489932392,101679984,1096324997,564403117,531921880,20.622235564857032,4.083644372300692,51.48136898679142,9.27462059865812,19.11558592024829
74,GRUPO ARGOS S.A.,ANTIOQUIA,ANTIOQUIA,MEDELLIN,SERVICIOS,2489422122,4651826348,13828840310,2813310090,11015530220,-29.59102326162919,186.86370249906537,20.343788972424687,33.63858605436453,42.229708920902034
75,COLGATE PALMOLIVE COMPAÑIA,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,MANUFACTURA,2470192118,72886833,941860940,501561214,440299726,3.6984191090300205,2.9506544235520065,53.25215142693994,7.738598120440157,16.553912867981207
76,INTERCOLOMBIA S.A. E.S.P,ANTIOQUIA,ANTIOQUIA,MEDELLIN,SERVICIOS,2449948579,52926077,427252926,273700707,153552219,3.49075702347572,2.1602933814065164,64.06058106200074,12.387528271719782,34.46780342523086
77,DIANA CORPORACION SAS,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MANUFACTURA,2427774329,11980644,1583434942,1263259800,320175142,-2.340390741660285,0.4934826049064794,79.77970969899185,0.7566236971420831,3.741903236198143
78,COMERCIAL NUTRESA S.A.S,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,2407300006,60838654,1815726901,1773540364,42186537,38.80901208279946,2.5272568374678928,97.67660340457775,3.350650032584388,144.21343472681818
79,AMARILO SAS,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,CONSTRUCCIÓN,2394957856,15985790,5559083230,3806803493,1752279737,9.54382052082436,0.6674768810629126,68.47897999541193,0.28756162371758553,0.9122852740035994
80,POLLOS EL BUCANERO S.A.,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,MANUFACTURA,2390257722,35456217,1814766794,1126184271,688582523,5.1388476753366295,1.4833637675828832,62.05669371532484,1.953761613736029,5.1491601682722346
81,MAZDA DE COLOMBIA S.A.S,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,2381452730,120054985,691126879,276419724,414707155,27.408888393709752,5.041249968459378,39.995510578311624,17.370903758468927,28.949340167521342
82,SOLLA S.A.,ANTIOQUIA,ANTIOQUIA,ITAGUI-ANTIOQUIA,MANUFACTURA,2375131092,65798520,828196713,351541914,476654799,7.4431655351178,2.7703110881595077,42.44666858512393,7.944793666429343,13.804229001374221
83,MERCADOLIBRE COLOMBIA LTDA,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,SERVICIOS,2369125838,-33458843,759991855,698612473,61379382,27.496743870333145,-1.4122864418314618,91.92367897153318,-4.402526524445449,-54.51153450844455
84,GENERAL MOTORS COLMOTORES S.A.,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MANUFACTURA,2335255074,-119774612,1375560506,1872955457,-497394951,92.62014882816973,-5.128973418515736,136.15943819486193,-8.707331409818769,24.080383558215892
85,ESENTTIA S.A.,CARIBE,BOLÍVAR,CARTAGENA-BOLIVAR,MANUFACTURA,2320193796,23269783,2861983092,287290607,2574692485,-9.328870387472232,1.0029241109133626,10.038165767053385,0.8130650060458149,0.9037888266489426
86,ALPINA PRODUCTOS ALIMENTICIOS S A S,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,SOPO-CUNDINAMARCA,MANUFACTURA,2308590723,114367380,1344661181,1180945406,163715775,6.0708326536023085,4.95399114535903,87.82475635399487,8.505293498169335,69.85727551300417
87,PEPSICO ALIMENTOS COLOMBIA LTDA,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MANUFACTURA,2293157117,57755577,761345312,452105987,309239325,9.334097542682029,2.5186053136890227,59.38251406741439,7.585989706599783,18.676659897637535
88,NESTLE DE COLOMBIA S.A,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MANUFACTURA,2290830782,125316242,1377673119,1221806789,155866330,12.050115428214614,5.4703404103289195,88.68626179531344,9.096224661112808,80.39981566256164
89,COMPAÑIA NACIONAL DE CHOCOLATES S.A.S.,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,2267850802,313632755,4541146497,3171075910,1370070587,16.69555089571778,13.829514477910527,69.82985270558648,6.9064663561766615,22.89172236641848
90,C.I. SUNSHINE BOUQUET S.A.S,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,AGROPECUARIO,2266835124,4454852,2500640753,1965205067,535435686,5.1043394922090775,0.19652298276281693,78.58806046579694,0.1781484203460872,0.8320050598943456
91,SUCAFINA COLOMBIA S A S,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,2258672910,-36757849,368336818,365480762,2856056,12.803831133141557,-1.6274091231740146,99.22460751669956,-9.979412104276799,-1287.0142952379085
92,RACAFE & CIA SCA,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,MANUFACTURA,2254785852,29852383,523095950,389648937,133447013,65.55083497193993,1.323956462362972,74.48899900677878,5.706865633350822,22.370214461076024
93,PROMIGAS S.A. E.S.P.,CARIBE,ATLÁNTICO,BARRANQUILLA,SERVICIOS,2196387933,1077339337,12812718925,6191635706,6621083219,-3.366438795904191,49.05050336570029,48.32413590154519,8.408358470253416,16.271345660003856
94,PRODUCTOS FAMILIA S.A.,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,2170797594,400476976,4606101569,1657986754,2948114815,7.611219945286425,18.448379393219465,35.995444936746246,8.694488603883412,13.584171619177592
95,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,CENTRO - ORIENTE,SANTANDER CO,BUCARAMANGA,SERVICIOS,2145221962,269427678,2913599135,1707255020,1206344115,-4.671132286914462,12.55943127436619,58.59608480423303,9.247245949638847,22.334230726528638
96,INDUSTRIA COLOMBIANA DE MOTOTCICLETAS YAMAHA S.A.,ANTIOQUIA,ANTIOQUIA,GIRARDOTA-ANTIOQUIA,MANUFACTURA,2136551270,253762818,1450786609,378128441,1072658168,16.663606693464512,11.877216407729826,26.0636842561317,17.491395111160692,23.657379915648953
97,APPLE COLOMBIA S.A.S,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,COMERCIO,2133234837,87915499,743350320,638688196,104662124,15.177857905434045,4.1212292934254195,85.9202153837776,11.8269269057421,83.99934536012282
98,COMERCIAL CARD SAS,ANTIOQUIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,2117490333,20724911,96699975,64735233,31964742,38.75808779370911,0.9787487894047449,66.94441544581579,21.43217823996335,64.83678485501306
